codigo;nombre;codigo_padre;email_aprobador;rol_aprobador;seleccionable_en_contabilizacion;activo;orden
11Z3025;PAISAJISMO CIERRE PROYECTO DE CIERRE;11Z3000;;GERENCIA_CONSTRUCCION;true;true;6
11Z3026;PERSONAL INGENIERIA Y ADMINISTRACION EN SITIO;11Z3000;;GERENCIA_CONSTRUCCION;true;true;7
11Z3027;CARGAS SOCIALES PATRONALES;11Z3000;;GERENCIA_CONSTRUCCION;true;true;8
11Z3028;EQUIPO Y HERRAMIENTAS;11Z3000;;GERENCIA_CONSTRUCCION;true;true;9
11Z3029;SEGURIDAD OCUPACIONAL;11Z3000;;GERENCIA_CONSTRUCCION;true;true;10
11Z3030;FACILIDADES TEMPORALES;11Z3000;;GERENCIA_CONSTRUCCION;true;true;11
11Z3031;LIMPIEZA Y MANTENIMIENTO;11Z3000;;GERENCIA_CONSTRUCCION;true;true;12
11Z3032;CONTROL CALIDAD;11Z3000;;GERENCIA_CONSTRUCCION;true;true;13
11Z3033;OTROS COSTOS DE LOGÍSTICA, EQUIPO Y SUPERVISIÓN EN SITIO;11Z3000;;GERENCIA_CONSTRUCCION;true;true;14
11Z3034;VIABILIDAD AMBIENTAL DE CIERRE;11Z3000;;GERENCIA_CONSTRUCCION;true;true;15
11Z3035;INSPECCIÓN INFRAESTRUCTURA DE CIERRE;11Z3000;;GERENCIA_CONSTRUCCION;true;true;16
11Z3036;COSTOS MANTENIMIENTO OP. SITIO DE CIERRE;11Z3000;;GERENCIA_CONSTRUCCION;true;true;17
11Z3037;OTRAS POLIZAS DE SEGURO DE CIERRE;11Z3000;;GERENCIA_CONSTRUCCION;true;true;18
11Z3038;OTROS CONSULTORES EXTERNOS, GOB. MUNICIPALES DE CIERRE;11Z3000;;GERENCIA_CONSTRUCCION;true;true;19
11Z3052;TRASLADO PPTO. MUROS INFRA CIERRE PROYECTO;11Z3000;;GERENCIA_CONSTRUCCION;true;true;20
11Z3058;TRASLADO PPTO MEDIA TENSIÓN CIERRE PROYECTO;11Z3000;;GERENCIA_CONSTRUCCION;true;true;21
11Z3062;TRASLADO PPTO. MEDIA TENSIÓN CIERRE PROYECTO;11Z3000;;GERENCIA_CONSTRUCCION;true;true;22
11Z3099;IMPREVISTOS INGENIERÍA (saldo);11Z3000;;GERENCIA_CONSTRUCCION;true;true;23
11Z3100;INDIRECTOS COMUNES - REBALANCEOS OPERACIONES;11Z0000;;GERENCIA_CONSTRUCCION;false;true;10
11Z3102;CUENTA REBALANCEO COSTO DIRECTO INFRAESTRUCTURA;11Z3100;;GERENCIA_CONSTRUCCION;true;true;1
11Z3103;CUENTA REBALANCEO COSTOS OBRA CIVIL CASAS;11Z3100;;GERENCIA_CONSTRUCCION;true;true;2
11Z3104;CUENTA REBALANCEO COSTOS LOG. Y SUPERIVISIÓN EN SITIO;11Z3100;;GERENCIA_CONSTRUCCION;true;true;3
11Z3105;CUENTA REBALANCEO COSTOS INMOBILIARIA;11Z3100;;GERENCIA_CONSTRUCCION;true;true;4
11Z3106;CUENTA REBALANCEO COSTOS INDIRECTOS Y CONSULTORES;11Z3100;;GERENCIA_CONSTRUCCION;true;true;5
11Z3200;INDIRECTOS COMUNES - FINANCIEROS;11Z0000;;GERENCIA_CONSTRUCCION;false;true;11
11Z3201;INTERESES FINANCIEROS TERRENOS;11Z3200;;GERENCIA_CONSTRUCCION;true;true;1
11Z3202;INTERESES FINANCIEROS BANCOS;11Z3200;;GERENCIA_CONSTRUCCION;true;true;2
11Z3203;COMISIONES Y GASTOS FINANCIEROS;11Z3200;;GERENCIA_CONSTRUCCION;true;true;3
11Z3204;LEGALES FORMALIZACIÓN CREDITO Y FIDEICOMISO;11Z3200;;GERENCIA_CONSTRUCCION;true;true;4
11Z3205;COMISIONES Y GASTOS FIDEICOMISO DE PRIMAS;11Z3200;;GERENCIA_CONSTRUCCION;true;true;5
11Z3225;OTROS GASTOS FINANCIEROS;11Z3200;;GERENCIA_CONSTRUCCION;true;true;6
11Z3250;EFECTO DIFERENCIAL CAMBIO EN CONVERSIÓN MONEDA ETAPA;11Z3200;;GERENCIA_CONSTRUCCION;true;true;7
11Z3998;SOBRECOSTO IVA MAS CIERRE PROYECTO;11Z3000;;GERENCIA_CONSTRUCCION;true;true;24
